ServerName,Service
DGVMLVDIMGPD01,iTransBuilder(PROD50)IQLVD1
DGVMLVDIMGPD01,iTransBuilder(PROD50)IQMD1
DGVMUIAUXPD01,iExport(PROD50)IQUI1
DGVMUIAUXPD01,iExport(PROD50)IQWM1
DGVMUIAUXPD01,iExportDB(PROD50)IQUI1
DGVMUIAUXPD01,iExportDB(PROD50)IQWM1
DGVMUIAUXPD01,iExportINET(PROD50)IQUI1
DGVMUIAUXPD01,iFormID(PROD50)IQWM1
DGVMUIAUXPD01,iOCR(PROD50)IQUI1
DGVMUIAUXPD01,iOCR(PROD50)IQWM1
DGVMUIAUXPD01,iPostExc(PROD50)IQUI1
DGVMUIAUXPD01,iPostOCR(PROD50)IQUI1
DGVMUIAUXPD01,iPostProc(PROD50)IQWM1
DGVMUIAUXPD01,iPreQC(PROD50)IQUI1
DGVMUIAUXPD01,iPreQC(PROD50)IQWM1
DGVMUIAUXPD01,iStatGen(PROD50)IQUI1
DGVMUIAUXPD01,iStatGen(PROD50)IQWM1
DGVMUIIMGPD01,iDocImport1(PROD50)IQWM1
DGVMUIIMGPD01,iDocImport2(PROD50)IQWM1
DGVMUIIMGPD01,iFaxImport1(PROD50)IQWM1
DGVMUIIMGPD01,iFormRecog(PROD50)IQUI1
DGVMUIIMGPD01,iImageProc(PROD50)IQUI1
DGVMUIIMGPD01,iImageProc(PROD50)IQWM1
DGVMUIIMGPD01,iInjector(PROD50)IQUI1
DGVMUIIMGPD01,iPurge(PROD50)IQUI1
DGVMUIIMGPD01,iPurge(PROD50)IQWM1
DGVMUIIMGPD01,IQUI1(PROD50)
DGVMUIIMGPD01,IQWM1(PROD50)
DGVMUIIMGPD01,iScanXfer(PROD50)IQWM1
DGVMUIIMGPD01,iTransBuilder(PROD50)IQUI1
DGVMUIIMGPD01,iTransBuilder(PROD50)IQWM1
DGVMUIIMGPD01,iXmlImport(PROD50)IQUI1
DGVMWMAUXPD01,iExport(PROD50)IQUI2
DGVMWMAUXPD01,iExport(PROD50)IQWM2
DGVMWMAUXPD01,iExportDB(PROD50)IQUI2
DGVMWMAUXPD01,iExportDB(PROD50)IQWM2
DGVMWMAUXPD01,iExportINET(PROD50)IQUI2
DGVMWMAUXPD01,iFormID(PROD50)IQWM2
DGVMWMAUXPD01,iOCR(PROD50)IQUI2
DGVMWMAUXPD01,iOCR(PROD50)IQWM2
DGVMWMAUXPD01,iPostExc(PROD50)IQUI2
DGVMWMAUXPD01,iPostOCR(PROD50)IQUI2
DGVMWMAUXPD01,iPostProc(PROD50)IQWM2
DGVMWMAUXPD01,iPreQC(PROD50)IQUI2
DGVMWMAUXPD01,iPreQC(PROD50)IQWM2
DGVMWMAUXPD01,iStatGen(PROD50)IQUI2
DGVMWMAUXPD01,iStatGen(PROD50)IQWM2
DGVMWMIMGPD01,iDocImport3(PROD50)IQWM2
DGVMWMIMGPD01,iDocImport4(PROD50)IQWM2
DGVMWMIMGPD01,iFaxImport2(PROD50)IQWM2
DGVMWMIMGPD01,iFormRecog(PROD50)IQUI2
DGVMWMIMGPD01,iImageProc(PROD50)IQUI2
DGVMWMIMGPD01,iImageProc(PROD50)IQWM2
DGVMWMIMGPD01,iInjector(PROD50)IQUI2
DGVMWMIMGPD01,iPurge(PROD50)IQUI2
DGVMWMIMGPD01,iPurge(PROD50)IQWM2
DGVMWMIMGPD01,IQUI2(PROD50)
DGVMWMIMGPD01,IQWM2(PROD50)
DGVMWMIMGPD01,iScanXfer(PROD50)IQWM2
DGVMWMIMGPD01,iTransBuilder(PROD50)IQUI2
DGVMWMIMGPD01,iTransBuilder(PROD50)IQWM2
DGVMWMIMGPD01,iXmlImport(PROD50)IQUI2
